,user,item,buy_size,sex,height,weight,review,size,brightness,color,thickness
107,LV 3 너란병아리,테이퍼드 히든 밴딩 크롭 슬랙스 [그레이],32,남성, 174cm, 72kg,깔끔하고 이쁘게 잘 나왔습니다가성비 생각하면 너무 맘에 드네요,보통이에요,보통이에요,보통이에요,보통이에요
108,LV 5 바실로마첸커,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],32,남성, 176cm, 74kg,살짝 타이트한것같으면서도 불편함은 없습니다,보통이에요,밝아요,보통이에요,보통이에요
109,LV 2 뉴비_4b427d49d53c,테이퍼드 히든 밴딩 크롭 슬랙스 [네이비],31,남성, 170cm, 70kg,다른 브랜드는 허리 30입는데 무신사는 31사이즈 선택하면 사이즈 저스트입니다 ,보통이에요,어두워요,선명해요,보통이에요
110,LV 3 JjWwP,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 173cm, 63kg,재질 모양 전체적으로 맘에드는데다만 기장이랑 허리가 좀 남았어요,보통이에요,보통이에요,보통이에요,보통이에요
111,LV 4 뉴비_e07c485a,테이퍼드 히든 밴딩 크롭 슬랙스 [다크 그레이],31,남성, 172cm, 69kg,핏감이 살아 있어요다리가 길지 않지만 기장도 너무 딱입니다,보통이에요,밝아요,선명해요,두꺼워요
112,LV 4 ssuuhoo,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 175cm, 61kg,제 사이즈인 30으로 샀는데 무릎이랑 엉덩이가 살짝 끼는 것 같네요  전체적인 핏이 잘 나와서 만족합니다 ,보통이에요,보통이에요,보통이에요,보통이에요
113,LV 5 부쓱,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,남성, 176cm, 77kg,저렴하고 질 괜찮고 잘입고 있어서 검은색도 구매했습니다 ,보통이에요,보통이에요,보통이에요,보통이에요
114,LV 3 뮤시뮤시해요,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 172cm, 73kg,핏 재질 퀄리티 다 완벽합니다긴말 할 필요 없고 구매 ㄱㄱ,보통이에요,보통이에요,보통이에요,보통이에요
115,LV 5 yiyi77,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 카키],31,남성, 172cm, 70kg,배가 나와서 허리에 맞추다보니까 기장이 길어서 좀짤랐지만 예쁩니다  ,보통이에요,보통이에요,보통이에요,보통이에요
116,LV 5 yiyi77,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],31,남성, 172cm, 70kg,배가 나와서 허리에 맞추다보니까 기장이 길어서 좀짤랐지만 예쁩니다  ,보통이에요,보통이에요,보통이에요,보통이에요
117,LV 5 yiyi77,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],32,남성, 172cm, 70kg,배가 나와서 허리에 맞추다보니까 기장이 길어서 좀짤랐지만 예쁩니다  ,커요,보통이에요,보통이에요,보통이에요
118,LV 3 상근병,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],32,남성, 176cm, 68kg, 검정색 샀는데 마음에 들어서 이 색상도 구매했습니다  옷 예쁘고 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
119,LV 3 뉴비_198f259d478f,테이퍼드 히든 밴딩 크롭 슬랙스 [다크 그레이],31,남성, 174cm, 74kg,타이트하게 입는걸 좋아해서 31로 구매했는데 좋습니다 약간 작은감이있는데 스판이 좋아서 불편함은 없어요 조금 넉넉하게 입으실려면 한치수올려서 구매하세요,작아요,보통이에요,보통이에요,보통이에요
120,LV 5 브론즈_afe2b5e673d,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 177cm, 72kg,질도 좋고 신축성도 좋고 단점이 없다 가성비도 젛다 ,보통이에요,보통이에요,보통이에요,보통이에요
121,LV 4 럭키화이트,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,남성, 178cm, 84kg,가격도 만족스럽고 피트도 좋아서 선이 예쁘게 나옵니다 무신사 슬랙스를 따라올 자가 없네요 ,보통이에요,보통이에요,보통이에요,보통이에요
122,LV 6 청년농부,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],34,남성, 182cm, 83kg,대체적으로 잘 맞는데 세미핏보다 살짝 타이트한감이 있어요,보통이에요,보통이에요,보통이에요,보통이에요
123,LV 3 뉴비_7f7a901bcaad,테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],31,남성, 167cm, 67kg,할인 많이해서 구매했는데 색상이 이뻐요 벌써 세개 구매했어요   강추합니다,보통이에요,보통이에요,보통이에요,보통이에요
124,LV 3 뉴비_7f7a901bcaad,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],31,남성, 167cm, 67kg,재구매 했습니다  역시 맘에 들어요    무엇보다 사이즈가 기가막힙니다,보통이에요,보통이에요,보통이에요,보통이에요
125,LV 3 뉴비_9e6e82be2d1c,테이퍼드 히든 밴딩 크롭 슬랙스 [블루 그레이],34,남성, 182cm, 90kg,색상도 예쁘고 무엇보다 핏이 딱입니다 다리가 두꺼운 편인데 날씬해 보이는 효과도 있네요,보통이에요,보통이에요,보통이에요,보통이에요
126,LV 3 뉴비_9e6e82be2d1c,테이퍼드 히든 밴딩 크롭 슬랙스 [딥 블루],34,남성, 182cm, 90kg,색상도 예쁘고 무엇보다 핏이 딱입니다 다리가 두꺼운 편인데 날씬해 보이는 효과도 있네요,보통이에요,보통이에요,선명해요,보통이에요
127,LV 3 terry09,테이퍼드 히든 밴딩 크롭 슬랙스 [네이비],33,남성, 180cm, 78kg,색상별로 다있는데 역시 네이비가 제일 예뻐요 믿고 사는 무신사 슬랙스,보통이에요,밝아요,선명해요,보통이에요
128,LV 4 뉴비_3a79ba95,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,남성, 176cm, 68kg,핏이 너무 이뻐요 사이즈는 적당합니다다리가 길어보여서 강추  ,보통이에요,보통이에요,보통이에요,보통이에요
129,LV 3 짱야기,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 173cm, 65kg,173 64 정핏임니다  그간 샀던 슬랙스중에선 만족중,보통이에요,어두워요,선명해요,보통이에요
130,LV 2 근육질소년,테이퍼드 히든 밴딩 크롭 슬랙스 [딥 블루],34,남성, 182cm, 94kg,같은 사이즈 다른색상보다 좀더 두껍고 길이가 살짝기네요 색상은 쨍한게 너무이쁩니다 사이즈는 다른브랜드에 비해 좀 작습니다  허벅지가,작아요,보통이에요,선명해요,두꺼워요
131,LV 2 근육질소년,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],34,남성, 182cm, 94kg,앞전에 샀던 같은 사이즈 다른색상보다 좀더얇고길이도 좀짧아서 딱맞네요 허벅지가 타이트합니다색상마다 다른듯  색상은 사진보다 좀더 진하네요 밝진않습니다 ,작아요,어두워요,보통이에요,두꺼워요
132,LV 2 뉴비_a19279155106,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],27,남성, 157cm, 40kg,딱 좋고 코디하기가 너무 쉬웟어요 진짜로 옷 좋아요,커요,밝아요,선명해요,보통이에요
133,LV 5 엄텨,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],30,남성, 172cm, 66kg,이쁘게 잘 입을 수 잇을 것 같아요 잘입을게요오오 감사합니당,보통이에요,밝아요,선명해요,보통이에요
134,LV 6 패션폭격기,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 178cm, 74kg,역시는역시 무탠다드가 무탠했네요   너무 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
135,LV 5 정월,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 179cm, 73kg,모던하고 클래식하데 코디할 때 품질이나 가격도 너무 좋고 딱이네요 ,보통이에요,보통이에요,보통이에요,보통이에요
136,LV 3 뉴비_913cca0269d0,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],33,남성, 174cm, 78kg,핏 너무 좋고 깔끔하고 좋습니다 색깔도 너무 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
137,LV 3 뉴비_913cca0269d0,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,남성, 174cm, 78kg,무신사 슬랙스 너무 좋고 편하고 신축성 대박입니다,보통이에요,보통이에요,보통이에요,보통이에요
138,LV 3 간지나게산다,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],29,남성, 178cm, 65kg,사이즈 괜찮고 핏도 예쁘고 다리도 길어보이네요 굳,보통이에요,보통이에요,보통이에요,보통이에요
139,LV 3 Alsodkeucp,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],28,남성, 173cm, 57kg,믿고 사는 무탠다드 였고 기장 수선 하니깐 이뻐서 자주 입음,보통이에요,보통이에요,보통이에요,보통이에요
140,LV 4 군필모솔아다백수,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],29,남성, 172cm, 67kg,주말 특가로 야무지게 꿀빨고 갑네다 따뜻해으으응   ,보통이에요,보통이에요,보통이에요,두꺼워요
141,LV 3 장유민규다,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],27,남성, 173cm, 63kg,바지 사이즈 27인데 27로 하니까 너무 작네요바지는 넉넉하게 한치수 크게 사시는 게 나을 거같아요 그거 빼고는 핏도 맘에 들고 색감도 마음에 들어요,작아요,밝아요,보통이에요,보통이에요
142,LV 5 대뀨잉,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,남성, 181cm, 83kg,만족합니다 사이즈 정사이즈로 딱 보기좋게 맞아요 ㅎ,보통이에요,보통이에요,보통이에요,보통이에요
143,LV 3 짱구골프,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 172cm, 65kg,인생슬랙스임 진짜 개편하고 츄리닝입은느낌입니당,보통이에요,보통이에요,보통이에요,보통이에요
144,LV 4 비이리글,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 177cm, 72kg,조금 조이는데 입을만해요 허리는좀 큰 감이 잇너요,보통이에요,보통이에요,보통이에요,보통이에요
145,LV 4 뉴비_b750941c,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],29,남성, 167cm, 57kg,주름 잘잡혀잇고 힘잇는 소재에요 정장바지 슬림핏,작아요,보통이에요,보통이에요,보통이에요
146,LV 3 Zakkkkk,테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],36,남성, 179cm, 97kg,약간 타이트합니다 38이면 좀 널널할듯 싶네요  제품은 만족합니다 ,보통이에요,보통이에요,보통이에요,보통이에요
147,LV 3 makka,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],30,남성, 176cm, 66kg,그냥 말이 필요없이 완벽한 만족감을 얻을 수 있습니다,보통이에요,보통이에요,보통이에요,보통이에요
148,LV 5 툐마툐,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],29,남성, 174cm, 68kg,맛있는 핏이 나오네요 다음부터 더 시키고싶습니다 꼭이여,커요,밝아요,선명해요,보통이에요
149,LV 4 따 구,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],29,남성, 174cm, 60kg,제 키 몸무게에는 완전 딱맞습니다 그냥 딱이네요 크게 불편하지도않고 핏도 이쁘고 색도 기대했던데로 나와서 강추합니다 ,보통이에요,보통이에요,보통이에요,보통이에요
150,LV 4 PSGHS94,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 178cm, 68kg,스타일 좋구요  핏이 예술입니다 여기에 부츠 신어도 이쁠것 같아요 번창하세요  품질 너무 좋아요 그리고 핏감예술이고 착용감은 너무 좋아요 ,보통이에요,보통이에요,보통이에요,보통이에요
151,LV 5 VUL1CAN,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,남성, 172cm, 68kg,허벅지가 껴서 1업했더니 좋네요  다리 얇지 않으면 평소보다 1업 추천합니다 ,작아요,보통이에요,보통이에요,보통이에요
152,LV 3 뉴비_d45f0414,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],28,남성, 166cm, 52kg,길이를 수선할 필요가 없어서 좋아요  재질도 좋네요 ,보통이에요,보통이에요,보통이에요,보통이에요
153,LV 5 AAAA666,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],31,남성, 180cm, 64kg,믿고 사는 무텐다드 슬랙스네요크롭 기장도 마음에 들고 색갈도 너무 예뻐요,보통이에요,보통이에요,보통이에요,보통이에요
154,LV 4 한뜽뚜,테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],31,남성, 172cm, 68kg,세일할 때 저렴하게 구매했어요  출근용 돌려입기 좋아요 ,보통이에요,보통이에요,보통이에요,보통이에요
155,LV 2 겅부경경경,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],38,남성, 186cm, 102kg,평소 입는 청바지 입듯이 이쁘고 편하네요  잘산거같아요,보통이에요,보통이에요,선명해요,보통이에요
156,LV 3 뉴비_43ec177a,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],31,남성, 180cm, 66kg,셋업으로 입으려고 구매했는데 그냥 입어도 괜찮은 슬랙스입니다 ,보통이에요,보통이에요,보통이에요,두꺼워요
157,LV 5 Paken,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],31,남성, 173cm, 70kg,핏이 딱 맞아서 너무 좋아요 다음에도 다른 색으로 추가 구매해야겠어요,보통이에요,보통이에요,보통이에요,보통이에요
158,LV 7 최영준이,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 177cm, 77kg,재질이며 핏이며 너무 좋습니다  좋은제품 감사합니다 ,보통이에요,보통이에요,보통이에요,보통이에요
159,LV 4 LEE1601,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],31,남성, 181cm, 70kg,핏이 좋고 원단도 두툼해서 가을 초겨울착용 가능할듯해요가성비템입니다,보통이에요,보통이에요,보통이에요,보통이에요
160,LV 4 막을수없는슈팅,테이퍼드 히든 밴딩 크롭 슬랙스 [그레이],30,남성, 170cm, 63kg,배송도 빠르고 자주애용합니다 제품퀄 가격대비 만족해요,보통이에요,보통이에요,보통이에요,보통이에요
161,LV 7 기태에에에요,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],34,남성, 175cm, 70kg,돼지되도 바지가 편하고 잘 맞아서 잘 입고있습니다,보통이에요,보통이에요,보통이에요,보통이에요
162,LV 5 hearthe,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 176cm, 69kg,선물해줬는데 사이즈 잘 맞네요좋은 가격에 잘 샀어요,보통이에요,보통이에요,보통이에요,보통이에요
163,LV 4 R자랑,테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],31,남성, 176cm, 74kg,마음에 드네요ㅎ상기된 체형에 어깨가 좀 있습니다 ,보통이에요,보통이에요,보통이에요,보통이에요
164,LV 6 이게되네요,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],29,남성, 174cm, 57kg,허리나 기장은 딱좋은데 허벅지쪽 통이 테이퍼드치고는 살짝 작은느낌이 드네요 그래도 이쁘고 만족합니다,보통이에요,보통이에요,선명해요,보통이에요
165,LV 5 python488,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],28,남성, 170cm, 55kg,재구매했습니다 다른 색깔도 구매 예정입니다 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
166,LV 5 도민우,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 170cm, 65kg,슬랙스 맛집 무신사가격 인상하기 전에 하나 구매했읍니다 핏 좋아요,작아요,보통이에요,보통이에요,보통이에요
167,LV 3 뉴비_bd44b98b9337,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],34,남성, 181cm, 90kg,기본 아이템으로 소장하기 좋은 슬랙스 바지입니딘,보통이에요,보통이에요,보통이에요,보통이에요
168,LV 3 뉴비_1724aaab7d42,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],36,남성, 184cm, 90kg,바지 좋아여 생각보다 색이 좀 더 밝은 느낌이 들어요,커요,보통이에요,선명해요,보통이에요
169,LV 3 뉴비_a95580c1f41e,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],29,남성, 181cm, 63kg,29로 샀는데 살짝 작네요 ㅜㅜㅠ 30으로 샀으면 완전 딱 좋아을듯 ,작아요,보통이에요,보통이에요,얇아요
170,LV 3 뉴비_e63ade5929a2,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],32,여성, 174cm, 75kg,옷이 편하고 좋아요 여름빼놓고 잘 입을 옷입니다 ,보통이에요,어두워요,보통이에요,두꺼워요
171,LV 4 너를찾아서,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 171cm, 65kg,다른 브랜드 슬랙스30사이즈 딱맞는데 허리실측 40으로 같은데 무탠다드꺼는 허리가 작아요   ,작아요,보통이에요,보통이에요,보통이에요
